"","variance","skewness","curtosis","entropy","class"
"1039",-0.70867,-5.5602,4.0483,0.903,"duplicate"
"1040",1.0194,1.1029,-2.3,0.59395,"duplicate"
"1041",1.7875,4.78,-5.1362,-3.2362,"duplicate"
"1042",0.27331,4.8773,-4.9194,-5.8198,"duplicate"
"1043",-5.1661,8.0433,0.044265,-4.4983,"duplicate"
"1044",-2.7028,1.6327,0.83598,-0.091393,"duplicate"
"1045",-1.4904,-2.2183,1.6054,0.89394,"duplicate"
"1046",-0.014902,-1.0243,-0.94024,0.64955,"duplicate"
"1047",0.88992,2.2638,-3.1046,-0.11855,"duplicate"
"1048",1.0637,3.6957,-4.1594,-1.9379,"duplicate"
"1049",-0.8471,3.1329,-3.0112,-2.9388,"duplicate"
"1050",-3.9594,4.0289,-0.35845,-3.8957,"duplicate"
"1051",-5.8818,7.6584,0.5558,-2.9155,"duplicate"
"1052",-3.7747,2.5162,0.83341,-0.30993,"duplicate"
"1053",-2.4198,-0.24418,0.70146,0.41809,"duplicate"
"1054",-0.83535,0.80494,-1.6411,-0.19225,"duplicate"
"1055",-0.30432,2.6528,-2.7756,-0.65647,"duplicate"
"1056",-0.60254,1.7237,-2.1501,-0.77027,"duplicate"
"1057",-2.1059,1.1815,-0.53324,-0.82716,"duplicate"
"1058",-2.0441,1.2271,0.18564,-1.091,"duplicate"
"1059",-1.5621,-2.2121,4.2591,0.27972,"duplicate"
"1060",-3.2305,-7.2135,11.6433,-0.94613,"duplicate"
"1061",-4.8426,-4.9932,10.4052,-0.53104,"duplicate"
"1062",-2.3147,3.6668,-0.6969,-1.2474,"duplicate"
"1063",-0.11716,0.60422,-0.38587,-0.059065,"duplicate"
"1064",-2.0066,-6.719,9.0162,0.099985,"duplicate"
"1065",-3.6961,-13.6779,17.5795,-2.6181,"duplicate"
"1066",-3.6012,-6.5389,10.5234,-0.48967,"duplicate"
"1067",-2.6286,0.18002,1.7956,0.97282,"duplicate"
"1068",-0.82601,2.9611,-1.2864,-1.4647,"duplicate"
"1069",0.31803,-0.99326,1.0947,0.88619,"duplicate"
"1070",-1.4454,-8.4385,8.8483,0.96894,"duplicate"
"1071",-3.1423,-13.0365,15.6773,-0.66165,"duplicate"
"1072",-2.5373,-6.959,8.8054,1.5289,"duplicate"
"1073",-1.366,0.18416,0.90539,1.5806,"duplicate"
"1074",-1.7064,3.3088,-2.2829,-2.1978,"duplicate"
"1075",-0.41965,2.9094,-1.7859,-2.2069,"duplicate"
"1076",0.37637,-0.82358,0.78543,0.74524,"duplicate"
"1077",-0.55355,-7.9233,6.7156,0.74394,"duplicate"
"1078",-1.6001,-9.5828,9.4044,0.081882,"duplicate"
"1079",-0.37013,-5.554,4.7749,1.547,"duplicate"
"1080",0.12126,0.22347,-0.47327,0.97024,"duplicate"
"1081",-0.27068,3.2674,-3.5562,-3.0888,"duplicate"
"1082",-5.119,6.6486,-0.049987,-6.5206,"duplicate"
"1083",-1.3946,2.3134,-0.44499,-1.4905,"duplicate"
"1084",-0.69879,-3.3771,4.1211,1.5043,"duplicate"
"1085",-1.48,-10.5244,9.9176,-0.5026,"duplicate"
"1086",-2.6649,-12.813,12.6689,-1.9082,"duplicate"
"1087",-0.62684,-6.301,4.7843,1.106,"duplicate"
"1088",0.518,0.25865,-0.84085,0.96118,"duplicate"
"1089",0.64376,3.764,-4.4738,-4.0483,"duplicate"
"1090",-2.9821,4.1986,-0.5898,-3.9642,"duplicate"
"1091",-1.4628,-1.5706,2.4357,0.49826,"duplicate"
"1092",-1.7101,-8.7903,7.9735,-0.45475,"duplicate"
"1093",-1.5572,-9.8808,8.1088,-1.0806,"duplicate"
"1094",0.74428,-3.7723,1.6131,1.5754,"duplicate"
"1095",2.0177,1.7982,-2.9581,0.2099,"duplicate"
"1096",1.164,3.913,-4.5544,-3.8672,"duplicate"
"1097",-4.3667,6.0692,0.57208,-5.4668,"duplicate"
"1098",-2.5919,-1.0553,3.8949,0.77757,"duplicate"
"1099",-1.8046,-6.8141,6.7019,1.1681,"duplicate"
"1100",-0.71868,-5.7154,3.8298,1.0233,"duplicate"
"1101",1.4378,0.66837,-2.0267,1.0271,"duplicate"
"1102",2.1943,4.5503,-4.976,-2.7254,"duplicate"
"1103",0.7376,4.8525,-4.7986,-5.6659,"duplicate"
"1104",-5.637,8.1261,0.13081,-5.0142,"duplicate"
"1105",-3.0193,1.7775,0.73745,-0.45346,"duplicate"
"1106",-1.6706,-2.09,1.584,0.71162,"duplicate"
"1107",-0.1269,-1.1505,-0.95138,0.57843,"duplicate"
"1108",1.2198,2.0982,-3.1954,0.12843,"duplicate"
"1109",1.4501,3.6067,-4.0557,-1.5966,"duplicate"
"1110",-0.40857,3.0977,-2.9607,-2.6892,"duplicate"
"1111",-3.8952,3.8157,-0.31304,-3.8194,"duplicate"
"1112",-6.3679,8.0102,0.4247,-3.2207,"duplicate"
"1113",-4.1429,2.7749,0.68261,-0.71984,"duplicate"
"1114",-2.6864,-0.097265,0.61663,0.061192,"duplicate"
"1115",-1.0555,0.79459,-1.6968,-0.46768,"duplicate"
"1116",-0.29858,2.4769,-2.9512,-0.66165,"duplicate"
"1117",-0.49948,1.7734,-2.2469,-0.68104,"duplicate"
"1118",-1.9881,0.99945,-0.28562,-0.70044,"duplicate"
"1119",-1.9389,1.5706,0.045979,-1.122,"duplicate"
"1120",-1.4375,-1.8624,4.026,0.55127,"duplicate"
"1121",-3.1875,-7.5756,11.8678,-0.57889,"duplicate"
"1122",-4.6765,-5.6636,10.969,-0.33449,"duplicate"
"1123",-2.0285,3.8468,-0.63435,-1.175,"duplicate"
"1124",0.26637,0.73252,-0.67891,0.03533,"duplicate"
"1125",-1.7589,-6.4624,8.4773,0.31981,"duplicate"
"1126",-3.5985,-13.6593,17.6052,-2.4927,"duplicate"
"1127",-3.3582,-7.2404,11.4419,-0.57113,"duplicate"
"1128",-2.3629,-0.10554,1.9336,1.1358,"duplicate"
"1129",-2.1802,3.3791,-1.2256,-2.6621,"duplicate"
"1130",-0.40951,-0.15521,0.060545,-0.088807,"duplicate"
"1131",-2.2918,-7.257,7.9597,0.9211,"duplicate"
"1132",-4.0214,-12.8006,15.6199,-0.95647,"duplicate"
"1133",-3.3884,-8.215,10.3315,0.98187,"duplicate"
"1134",-2.0046,-0.49457,1.333,1.6543,"duplicate"
"1135",-1.7063,2.7956,-2.378,-2.3491,"duplicate"
"1136",-1.6386,3.3584,-1.7302,-3.5646,"duplicate"
"1137",-0.41645,0.32487,-0.33617,-0.36036,"duplicate"
"1138",-1.5877,-6.6072,5.8022,0.31593,"duplicate"
"1139",-2.5961,-9.349,9.7942,-0.28018,"duplicate"
"1140",-1.5228,-6.4789,5.7568,0.87325,"duplicate"
"1141",-0.53072,-0.097265,-0.21793,1.0426,"duplicate"
"1142",-0.49081,2.8452,-3.6436,-3.1004,"duplicate"
"1143",-6.5773,6.8017,0.85483,-7.5344,"duplicate"
"1144",-2.4621,2.7645,-0.62578,-2.8573,"duplicate"
"1145",-1.3995,-1.9162,2.5154,0.59912,"duplicate"
"1146",-2.3221,-9.3304,9.233,-0.79871,"duplicate"
"1147",-3.73,-12.9723,12.9817,-2.684,"duplicate"
"1148",-1.6988,-7.1163,5.7902,0.16723,"duplicate"
"1149",-0.26654,-0.64562,-0.42014,0.89136,"duplicate"
"1150",0.33325,3.3108,-4.5081,-4.012,"duplicate"
"1151",-4.2091,4.7283,-0.49126,-5.2159,"duplicate"
"1152",-2.3142,-0.68494,1.9833,-0.44829,"duplicate"
"1153",-2.4835,-7.4494,6.8964,-0.64484,"duplicate"
"1154",-2.7611,-10.5099,9.0239,-1.9547,"duplicate"
"1155",-0.36025,-4.449,2.1067,0.94308,"duplicate"
"1156",1.0117,0.9022,-2.3506,0.42714,"duplicate"
"1157",0.96708,3.8426,-4.9314,-4.1323,"duplicate"
"1158",-5.2049,7.259,0.070827,-7.3004,"duplicate"
"1159",-3.3203,-0.02691,2.9618,-0.44958,"duplicate"
"1160",-2.565,-5.7899,6.0122,0.046968,"duplicate"
"1161",-1.5951,-6.572,4.7689,-0.94354,"duplicate"
"1162",0.7049,0.17174,-1.7859,0.36119,"duplicate"
"1163",1.7331,3.9544,-4.7412,-2.5017,"duplicate"
"1164",0.6818,4.8504,-5.2133,-6.1043,"duplicate"
"1165",-6.3364,9.2848,0.014275,-6.7844,"duplicate"
"1166",-3.8053,2.4273,0.6809,-1.0871,"duplicate"
"1167",-2.1979,-2.1252,1.7151,0.45171,"duplicate"
"1168",-0.87874,-2.2121,-0.051701,0.099985,"duplicate"
"1169",0.74067,1.7299,-3.1963,-0.1457,"duplicate"
"1170",0.98296,3.4226,-3.9692,-1.7116,"duplicate"
"1171",-0.3489,3.1929,-3.4054,-3.1832,"duplicate"
"1172",-3.8552,3.5219,-0.38415,-3.8608,"duplicate"
"1173",-6.9599,8.9931,0.2182,-4.572,"duplicate"
"1174",-4.7462,3.1205,1.075,-1.2966,"duplicate"
"1175",-3.2051,-0.14279,0.97565,0.045675,"duplicate"
"1176",-1.7549,-0.080711,-0.75774,-0.3707,"duplicate"
"1177",-0.59587,2.4811,-2.8673,-0.89828,"duplicate"
"1178",-0.89542,2.0279,-2.3652,-1.2746,"duplicate"
"1179",-2.0754,1.2767,-0.64206,-1.2642,"duplicate"
"1180",-3.2778,1.8023,0.1805,-2.3931,"duplicate"
"1181",-2.2183,-1.254,2.9986,0.36378,"duplicate"
"1182",-3.5895,-6.572,10.5251,-0.16381,"duplicate"
"1183",-5.0477,-5.8023,11.244,-0.3901,"duplicate"
"1184",-3.5741,3.944,-0.07912,-2.1203,"duplicate"
"1185",-0.7351,1.7361,-1.4938,-1.1582,"duplicate"
"1186",-2.2617,-4.7428,6.3489,0.11162,"duplicate"
"1187",-4.244,-13.0634,17.1116,-2.8017,"duplicate"
"1188",-4.0218,-8.304,12.555,-1.5099,"duplicate"
"1189",-3.0201,-0.67253,2.7056,0.85774,"duplicate"
"1190",-2.4941,3.5447,-1.3721,-2.8483,"duplicate"
"1191",-0.83121,0.039307,0.05369,-0.23105,"duplicate"
"1192",-2.5665,-6.8824,7.5416,0.70774,"duplicate"
"1193",-4.4018,-12.9371,15.6559,-1.6806,"duplicate"
"1194",-3.7573,-8.2916,10.3032,0.38059,"duplicate"
"1195",-2.4725,-0.40145,1.4855,1.1189,"duplicate"
"1196",-1.9725,2.8825,-2.3086,-2.3724,"duplicate"
"1197",-2.0149,3.6874,-1.9385,-3.8918,"duplicate"
"1198",-0.82053,0.65181,-0.48869,-0.52716,"duplicate"
"1199",-1.7886,-6.3486,5.6154,0.42584,"duplicate"
"1200",-2.9138,-9.4711,9.7668,-0.60216,"duplicate"
"1201",-1.8343,-6.5907,5.6429,0.54998,"duplicate"
"1202",-0.8734,-0.033118,-0.20165,0.55774,"duplicate"
"1203",-0.70346,2.957,-3.5947,-3.1457,"duplicate"
"1204",-6.7387,6.9879,0.67833,-7.5887,"duplicate"
"1205",-2.7723,3.2777,-0.9351,-3.1457,"duplicate"
"1206",-1.6641,-1.3678,1.997,0.52283,"duplicate"
"1207",-2.4349,-9.2497,8.9922,-0.50001,"duplicate"
"1208",-3.793,-12.7095,12.7957,-2.825,"duplicate"
"1209",-1.9551,-6.9756,5.5383,-0.12889,"duplicate"
"1210",-0.69078,-0.50077,-0.35417,0.47498,"duplicate"
"1211",0.025013,3.3998,-4.4327,-4.2655,"duplicate"
"1212",-4.3967,4.9601,-0.64892,-5.4719,"duplicate"
"1213",-2.456,-0.24418,1.4041,-0.45863,"duplicate"
"1214",-2.62,-6.8555,6.2169,-0.62285,"duplicate"
"1215",-2.9662,-10.3257,8.784,-2.1138,"duplicate"
"1216",-0.71494,-4.4448,2.2241,0.49826,"duplicate"
"1217",0.6005,0.99945,-2.2126,0.097399,"duplicate"
"1218",0.61652,3.8944,-4.7275,-4.3948,"duplicate"
"1219",-5.4414,7.2363,0.10938,-7.5642,"duplicate"
"1220",-3.5798,0.45937,2.3457,-0.45734,"duplicate"
"1221",-2.7769,-5.6967,5.9179,0.37671,"duplicate"
"1222",-1.8356,-6.7562,5.0585,-0.55044,"duplicate"
"1223",0.30081,0.17381,-1.7542,0.48921,"duplicate"
"1224",1.3403,4.1323,-4.7018,-2.5987,"duplicate"
"1225",0.26877,4.987,-5.1508,-6.3913,"duplicate"
"1226",-6.5235,9.6014,-0.25392,-6.9642,"duplicate"
"1227",-4.0679,2.4955,0.79571,-1.1039,"duplicate"
"1228",-2.564,-1.7051,1.5026,0.32757,"duplicate"
"1229",-1.3414,-1.9162,-0.15538,-0.11984,"duplicate"
"1230",0.23874,2.0879,-3.3522,-0.66553,"duplicate"
"1231",0.6212,3.6771,-4.0771,-2.0711,"duplicate"
"1232",-0.77848,3.4019,-3.4859,-3.5569,"duplicate"
"1233",-4.1244,3.7909,-0.6532,-4.1802,"duplicate"
"1234",-7.0421,9.2,0.25933,-4.6832,"duplicate"
"1235",-4.9462,3.5716,0.82742,-1.4957,"duplicate"
"1236",-3.5359,0.30417,0.6569,-0.2957,"duplicate"
"1237",-2.0662,0.16967,-1.0054,-0.82975,"duplicate"
"1238",-0.88728,2.808,-3.1432,-1.2035,"duplicate"
"1239",-1.0941,2.3072,-2.5237,-1.4453,"duplicate"
"1240",-2.4458,1.6285,-0.88541,-1.4802,"duplicate"
"1241",-3.551,1.8955,0.1865,-2.4409,"duplicate"
"1242",-2.2811,-0.85669,2.7185,0.044382,"duplicate"
"1243",-3.6053,-5.974,10.0916,-0.82846,"duplicate"
"1244",-5.0676,-5.1877,10.4266,-0.86725,"duplicate"
"1245",-3.9204,4.0723,-0.23678,-2.1151,"duplicate"
"1246",-1.1306,1.8458,-1.3575,-1.3806,"duplicate"
"1247",-2.4561,-4.5566,6.4534,-0.056479,"duplicate"
"1248",-4.4775,-13.0303,17.0834,-3.0345,"duplicate"
"1249",-4.1958,-8.1819,12.1291,-1.6017,"duplicate"
"1250",-3.38,-0.7077,2.5325,0.71808,"duplicate"
"1251",-2.4365,3.6026,-1.4166,-2.8948,"duplicate"
"1252",-0.77688,0.13036,-0.031137,-0.35389,"duplicate"
"1253",-2.7083,-6.8266,7.5339,0.59007,"duplicate"
"1254",-4.5531,-12.5854,15.4417,-1.4983,"duplicate"
"1255",-3.8894,-7.8322,9.8208,0.47498,"duplicate"
"1256",-2.5084,-0.22763,1.488,1.2069,"duplicate"
"1257",-2.1652,3.0211,-2.4132,-2.4241,"duplicate"
"1258",-1.8974,3.5074,-1.7842,-3.8491,"duplicate"
"1259",-0.62043,0.5587,-0.38587,-0.66423,"duplicate"
"1260",-1.8387,-6.301,5.6506,0.19567,"duplicate"
"1261",-3,-9.1566,9.5766,-0.73018,"duplicate"
"1262",-1.9116,-6.1603,5.606,0.48533,"duplicate"
"1263",-1.005,0.084831,-0.2462,0.45688,"duplicate"
"1264",-0.87834,3.257,-3.6778,-3.2944,"duplicate"
"1265",-6.651,6.7934,0.68604,-7.5887,"duplicate"
"1266",-2.5463,3.1101,-0.83228,-3.0358,"duplicate"
"1267",-1.4377,-1.432,2.1144,0.42067,"duplicate"
"1268",-2.4554,-9.0407,8.862,-0.86983,"duplicate"
"1269",-3.9411,-12.8792,13.0597,-3.3125,"duplicate"
"1270",-2.1241,-6.8969,5.5992,-0.47156,"duplicate"
"1271",-0.74324,-0.32902,-0.42785,0.23317,"duplicate"
"1272",-0.071503,3.7412,-4.5415,-4.2526,"duplicate"
"1273",-4.2333,4.9166,-0.49212,-5.3207,"duplicate"
"1274",-2.3675,-0.43663,1.692,-0.43018,"duplicate"
"1275",-2.5526,-7.3625,6.9255,-0.66811,"duplicate"
"1276",-3.0986,-10.4602,8.9717,-2.3427,"duplicate"
"1277",-0.89809,-4.4862,2.2009,0.50731,"duplicate"
"1278",0.56232,1.0015,-2.2726,-0.0060486,"duplicate"
"1279",0.53936,3.8944,-4.8166,-4.3418,"duplicate"
"1280",-5.3012,7.3915,0.029699,-7.3987,"duplicate"
"1281",-3.3553,0.35591,2.6473,-0.37846,"duplicate"
"1282",-2.7908,-5.7133,5.953,0.45946,"duplicate"
"1283",-1.9983,-6.6072,4.8254,-0.41984,"duplicate"
"1284",0.15423,0.11794,-1.6823,0.59524,"duplicate"
"1285",1.208,4.0744,-4.7635,-2.6129,"duplicate"
"1286",0.2952,4.8856,-5.149,-6.2323,"duplicate"
"1287",-6.4247,9.5311,0.022844,-6.8517,"duplicate"
"1288",-3.9933,2.6218,0.62863,-1.1595,"duplicate"
"1289",-2.659,-1.6058,1.3647,0.16464,"duplicate"
"1290",-1.4094,-2.1252,-0.10397,-0.19225,"duplicate"
"1291",0.11032,1.9741,-3.3668,-0.65259,"duplicate"
"1292",0.52374,3.644,-4.0746,-1.9909,"duplicate"
"1293",-0.76794,3.4598,-3.4405,-3.4276,"duplicate"
"1294",-3.9698,3.6812,-0.60008,-4.0133,"duplicate"
"1295",-7.0364,9.2931,0.16594,-4.5396,"duplicate"
"1296",-4.9447,3.3005,1.063,-1.444,"duplicate"
"1297",-3.5933,0.22968,0.7126,-0.3332,"duplicate"
"1298",-2.1674,0.12415,-1.0465,-0.86208,"duplicate"
"1299",-0.9607,2.6963,-3.1226,-1.3121,"duplicate"
"1300",-1.0802,2.1996,-2.5862,-1.2759,"duplicate"
"1301",-2.3277,1.4381,-0.82114,-1.2862,"duplicate"
"1302",-3.7244,1.9037,-0.035421,-2.5095,"duplicate"
"1303",-2.5724,-0.95602,2.7073,-0.16639,"duplicate"
"1304",-3.9297,-6.0816,10.0958,-1.0147,"duplicate"
"1305",-5.2943,-5.1463,10.3332,-1.1181,"duplicate"
"1306",-3.8953,4.0392,-0.3019,-2.1836,"duplicate"
"1307",-1.2244,1.7485,-1.4801,-1.4181,"duplicate"
"1308",-2.6406,-4.4159,5.983,-0.13924,"duplicate"
"1309",-4.6338,-12.7509,16.7166,-3.2168,"duplicate"
"1310",-4.2887,-7.8633,11.8387,-1.8978,"duplicate"
"1311",-3.3458,-0.50491,2.6328,0.53705,"duplicate"
"1312",-1.1188,3.3357,-1.3455,-1.9573,"duplicate"
"1313",0.55939,-0.3104,0.18307,0.44653,"duplicate"
"1314",-1.5078,-7.3191,7.8981,1.2289,"duplicate"
"1315",-3.506,-12.5667,15.1606,-0.75216,"duplicate"
"1316",-2.9498,-8.273,10.2646,1.1629,"duplicate"
"1317",-1.6029,-0.38903,1.62,1.9103,"duplicate"
"1318",-1.2667,2.8183,-2.426,-1.8862,"duplicate"
"1319",-0.49281,3.0605,-1.8356,-2.834,"duplicate"
"1320",0.66365,-0.045533,-0.18794,0.23447,"duplicate"
"1321",-0.72068,-6.7583,5.8408,0.62369,"duplicate"
"1322",-1.9966,-9.5001,9.682,-0.12889,"duplicate"
"1323",-0.97325,-6.4168,5.6026,1.0323,"duplicate"
"1324",-0.025314,-0.17383,-0.11339,1.2198,"duplicate"
"1325",0.062525,2.9301,-3.5467,-2.6737,"duplicate"
"1326",-5.525,6.3258,0.89768,-6.6241,"duplicate"
"1327",-1.2943,2.6735,-0.84085,-2.0323,"duplicate"
"1328",-0.24037,-1.7837,2.135,1.2418,"duplicate"
"1329",-1.3968,-9.6698,9.4652,-0.34872,"duplicate"
"1330",-2.9672,-13.2869,13.4727,-2.6271,"duplicate"
"1331",-1.1005,-7.2508,6.0139,0.36895,"duplicate"
"1332",0.22432,-0.52147,-0.40386,1.2017,"duplicate"
"1333",0.90407,3.3708,-4.4987,-3.6965,"duplicate"
"1334",-2.8619,4.5193,-0.58123,-4.2629,"duplicate"
"1335",-1.0833,-0.31247,1.2815,0.41291,"duplicate"
"1336",-1.5681,-7.2446,6.5537,-0.1276,"duplicate"
"1337",-2.0545,-10.8679,9.4926,-1.4116,"duplicate"
"1338",0.2346,-4.5152,2.1195,1.4448,"duplicate"
"1339",1.581,0.86909,-2.3138,0.82412,"duplicate"
"1340",1.5514,3.8013,-4.9143,-3.7483,"duplicate"
"1341",-4.1479,7.1225,-0.083404,-6.4172,"duplicate"
"1342",-2.2625,-0.099335,2.8127,0.48662,"duplicate"
"1343",-1.7479,-5.823,5.8699,1.212,"duplicate"
"1344",-0.95923,-6.7128,4.9857,0.32886,"duplicate"
"1345",1.3451,0.23589,-1.8785,1.3258,"duplicate"
"1346",2.2279,4.0951,-4.8037,-2.1112,"duplicate"
"1347",1.2572,4.8731,-5.2861,-5.8741,"duplicate"
"1348",-5.3857,9.1214,-0.41929,-5.9181,"duplicate"
"1349",-2.9786,2.3445,0.52667,-0.40173,"duplicate"
"1350",-1.5851,-2.1562,1.7082,0.9017,"duplicate"
"1351",-0.21888,-2.2038,-0.0954,0.56421,"duplicate"
"1352",1.3183,1.9017,-3.3111,0.065071,"duplicate"
"1353",1.4896,3.4288,-4.0309,-1.4259,"duplicate"
"1354",0.11592,3.2219,-3.4302,-2.8457,"duplicate"
"1355",-3.3924,3.3564,-0.72004,-3.5233,"duplicate"
"1356",-6.1632,8.7096,-0.21621,-3.6345,"duplicate"
"1357",-4.0786,2.9239,0.87026,-0.65389,"duplicate"
"1358",-2.5899,-0.3911,0.93452,0.42972,"duplicate"
"1359",-1.0116,-0.19038,-0.90597,0.003003,"duplicate"
"1360",0.066129,2.4914,-2.9401,-0.62156,"duplicate"
"1361",-0.24745,1.9368,-2.4697,-0.80518,"duplicate"
"1362",-1.5732,1.0636,-0.71232,-0.8388,"duplicate"
"1363",-2.1668,1.5933,0.045122,-1.678,"duplicate"
"1364",-1.1667,-1.4237,2.9241,0.66119,"duplicate"
"1365",-2.8391,-6.63,10.4849,-0.42113,"duplicate"
"1366",-4.5046,-5.8126,10.8867,-0.52846,"duplicate"
"1367",-2.41,3.7433,-0.40215,-1.2953,"duplicate"
"1368",0.40614,1.3492,-1.4501,-0.55949,"duplicate"
"1369",-1.3887,-4.8773,6.4774,0.34179,"duplicate"
"1370",-3.7503,-13.4586,17.5932,-2.7771,"duplicate"
"1371",-3.5637,-8.3827,12.393,-1.2823,"duplicate"
"1372",-2.5419,-0.65804,2.6842,1.1952,"duplicate"
